date,Day,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,anti-aircraft warfare,special equipment,vehicles and fuel tanks,cruise missiles,submarines
08-02-2025,1081,369,331,9981,20777,22820,1273,24403,28,1056,3738,36402,3054,1
07-02-2025,1080,369,331,9975,20755,22785,1271,24301,28,1056,3738,36307,3054,1
06-02-2025,1079,369,331,9965,20737,22753,1271,24185,28,1055,3737,36211,3054,1
05-02-2025,1078,369,331,9947,20721,22707,1269,24102,28,1053,3735,36078,3054,1
04-02-2025,1077,369,331,9938,20709,22655,1269,24003,28,1053,3733,35921,3054,1
03-02-2025,1076,369,331,9920,20685,22589,1268,23911,28,1053,3731,35798,3054,1
02-02-2025,1075,369,331,9908,20667,22538,1267,23793,28,1050,3729,35709,3054,1
01-02-2025,1074,369,331,9902,20653,22493,1266,23694,28,1050,3727,35629,3054,1
31-01-2025,1073,369,331,9893,20631,22445,1265,23573,28,1050,3726,35552,3054,1
30-01-2025,1072,369,331,9890,20614,22412,1264,23510,28,1050,3725,35451,3054,1
29-01-2025,1071,369,331,9886,20597,22395,1264,23456,28,1050,3721,35366,3054,1
28-01-2025,1070,369,331,9876,20573,22366,1263,23399,28,1050,3718,35269,3053,1
27-01-2025,1069,369,331,9871,20561,22339,1263,23327,28,1050,3716,35183,3053,1
26-01-2025,1068,369,331,9868,20549,22323,1263,23253,28,1050,3715,35124,3053,1
25-01-2025,1067,369,331,9859,20545,22309,1263,23213,28,1050,3715,35071,3053,1
24-01-2025,1066,369,331,9852,20508,22295,1263,23162,28,1050,3715,34992,3051,1
23-01-2025,1065,369,331,9850,20497,22256,1262,23111,28,1050,3714,34905,3051,1
22-01-2025,1064,369,331,9844,20485,22194,1262,23039,28,1050,3711,34837,3051,1
21-01-2025,1063,369,331,9833,20477,22134,1262,22898,28,1050,3710,34682,3051,1
20-01-2025,1062,369,331,9821,20454,22074,1262,22768,28,1049,3706,34488,3051,1
19-01-2025,1061,369,331,9811,20412,22055,1262,22615,28,1046,3700,34401,3051,1
18-01-2025,1060,369,331,9803,20394,22040,1262,22579,28,1046,3699,34325,3049,1
17-01-2025,1059,369,331,9803,20381,22019,1262,22566,28,1046,3699,34256,3049,1
16-01-2025,1058,369,331,9791,20368,22015,1262,22503,28,1046,3697,34132,3049,1
15-01-2025,1057,369,331,9780,20348,21975,1262,22383,28,1046,3696,33995,3018,1
14-01-2025,1056,369,331,9767,20326,21923,1262,22276,28,1044,3696,33791,3018,1
13-01-2025,1055,369,331,9764,20315,21876,1261,22204,28,1044,3695,33708,3018,1
12-01-2025,1054,369,331,9756,20289,21839,1260,22021,28,1042,3694,33598,3018,1
11-01-2025,1053,369,331,9751,20271,21817,1260,21958,28,1042,3692,33534,3017,1
10-01-2025,1052,369,331,9741,20253,21789,1260,21884,28,1041,3689,33473,3017,1
09-01-2025,1051,369,331,9731,20221,21765,1260,21813,28,1038,3686,33387,3014,1
08-01-2025,1050,369,331,9714,20205,21729,1260,21727,28,1038,3681,33307,3014,1
07-01-2025,1049,369,331,9710,20189,21710,1260,21708,28,1038,3681,33226,3014,1
06-01-2025,1048,369,331,9700,20164,21665,1258,21625,28,1034,3681,33056,3006,1
05-01-2025,1047,369,331,9686,20119,21603,1257,21447,28,1032,3677,32940,3006,1
04-01-2025,1046,369,331,9679,20093,21578,1257,21356,28,1032,3675,32843,3006,1
03-01-2025,1045,369,330,9677,20070,21555,1257,21249,28,1032,3675,32770,3003,1
02-01-2025,1044,369,330,9676,20056,21552,1256,21200,28,1032,3675,32729,3003,1
01-01-2025,1043,369,330,9672,20043,21532,1256,21131,28,1032,3672,32675,3003,1
31-12-2024,1042,369,329,9668,20030,21528,1256,21081,28,1032,3671,32626,3003,1
30-12-2024,1041,369,329,9663,20003,21494,1256,21069,28,1032,3670,32551,3003,1
29-12-2024,1040,369,329,9656,19981,21450,1256,21038,28,1032,3670,32410,3003,1
28-12-2024,1039,369,329,9651,19970,21408,1256,21013,28,1032,3668,32328,3003,1
27-12-2024,1038,369,329,9644,19951,21379,1256,20999,28,1032,3668,32262,3003,1
26-12-2024,1037,369,329,9630,19933,21357,1256,20971,28,1031,3667,32180,3003,1
25-12-2024,1036,369,329,9628,19923,21333,1256,20908,28,1030,3667,32117,2948,1
24-12-2024,1035,369,329,9624,19915,21323,1256,20834,28,1030,3667,32086,2948,1
23-12-2024,1034,369,329,9615,19885,21313,1256,20790,28,1030,3664,32039,2948,1
22-12-2024,1033,369,329,9609,19870,21284,1256,20735,28,1030,3662,31972,2947,1
21-12-2024,1032,369,329,9594,19841,21252,1256,20685,28,1027,3662,31891,2947,1
20-12-2024,1031,369,329,9584,19823,21220,1256,20600,28,1027,3662,31793,2943,1
19-12-2024,1030,369,329,9576,19799,21178,1256,20521,28,1026,3656,31678,2943,1
18-12-2024,1029,369,329,9571,19772,21164,1256,20470,28,1025,3652,31610,2943,1
17-12-2024,1028,369,329,9567,19751,21159,1256,20406,28,1025,3650,31550,2943,1
16-12-2024,1027,369,329,9563,19736,21151,1256,20372,28,1025,3650,31480,2943,1
15-12-2024,1026,369,329,9551,19707,21128,1256,20356,28,1025,3648,31398,2943,1
14-12-2024,1025,369,329,9539,19675,21102,1253,20229,28,1023,3644,31217,2861,1
13-12-2024,1024,369,329,9537,19675,21078,1253,20176,28,1023,3642,31177,2861,1
12-12-2024,1023,369,329,9532,19644,21072,1253,20111,28,1023,3642,31127,2861,1
11-12-2024,1022,369,329,9526,19616,21067,1253,20111,28,1023,3641,31073,2859,1
10-12-2024,1021,369,329,9524,19596,21064,1253,20107,28,1023,3637,31037,2859,1
09-12-2024,1020,369,329,9519,19589,21061,1253,20093,28,1023,3636,30989,2859,1
08-12-2024,1019,369,329,9519,19571,21058,1253,20071,28,1023,3635,30965,2857,1
07-12-2024,1018,369,329,9514,19535,21055,1253,20042,28,1022,3633,30948,2857,1
06-12-2024,1017,369,329,9514,19518,21043,1253,20023,28,1020,3633,30899,2857,1
05-12-2024,1016,369,329,9506,19472,21023,1253,19977,28,1020,3630,30843,2855,1
04-12-2024,1015,369,329,9493,19450,21002,1253,19946,28,1020,3628,30746,2855,1
03-12-2024,1014,369,329,9486,19419,20976,1253,19917,28,1019,3627,30666,2855,1
02-12-2024,1013,369,329,9478,19397,20953,1253,19886,28,1019,3619,30606,2852,1
01-12-2024,1012,369,329,9469,19369,20923,1253,19803,28,1019,3619,30507,2852,1
30-11-2024,1011,369,329,9463,19355,20909,1253,19792,28,1019,3617,30431,2851,1
29-11-2024,1010,369,329,9458,19339,20886,1255,19750,28,1006,3700,30272,2851,1
28-11-2024,1009,369,329,9450,19306,20852,1255,19661,28,1005,3697,30186,2765,1
27-11-2024,1008,369,329,9449,19304,20830,1255,19616,28,1005,3687,30126,2765,1
26-11-2024,1007,369,329,9435,19256,20806,1254,19552,28,1004,3683,30042,2765,1
25-11-2024,1006,369,329,9429,19236,20787,1254,19480,28,1004,3681,29948,2764,1
24-11-2024,1005,369,329,9423,19209,20765,1254,19366,28,1004,3679,29864,2764,1
23-11-2024,1004,369,329,9419,19192,20760,1254,19365,28,1004,3678,29850,2764,1
22-11-2024,1003,369,329,9399,19156,20736,1254,19260,28,1004,3675,29777,2764,1
21-11-2024,1002,369,329,9398,19143,20731,1253,19259,28,1003,3674,29745,2756,1
20-11-2024,1001,369,329,9390,19119,20681,1252,19202,28,1001,3674,29648,2756,1
19-11-2024,1000,369,329,9382,19092,20632,1252,19111,28,999,3672,29548,2754,1
18-11-2024,999,369,329,9365,19059,20586,1252,19073,28,999,3655,29428,2753,1
17-11-2024,998,369,329,9350,19021,20556,1252,18974,28,999,3653,29321,2641,1
16-11-2024,997,369,329,9338,18994,20520,1252,18914,28,999,3651,29236,2641,1
15-11-2024,996,369,329,9330,18968,20492,1252,18886,28,999,3645,29167,2641,1
14-11-2024,995,369,329,9319,18947,20472,1252,18852,28,997,3629,29090,2640,1
13-11-2024,994,369,329,9300,18896,20408,1249,18798,28,996,3629,28966,2636,1
12-11-2024,993,369,329,9276,18847,20352,1249,18737,28,996,3626,28870,2636,1
11-11-2024,992,369,329,9253,18766,20314,1245,18676,28,996,3620,28802,2636,1
10-11-2024,991,369,329,9249,18726,20280,1245,18619,28,996,3604,28683,2634,1
09-11-2024,990,369,329,9238,18697,20249,1245,18575,28,996,3604,28561,2634,1
08-11-2024,989,369,329,9233,18661,20226,1245,18526,28,996,3602,28495,2631,1
07-11-2024,988,369,329,9224,18612,20194,1245,18408,28,996,3596,28411,2631,1
06-11-2024,987,369,329,9214,18592,20170,1245,18366,28,996,3588,28333,2631,1
05-11-2024,986,369,329,9208,18581,20150,1245,18309,28,996,3587,28278,2631,1
04-11-2024,985,369,329,9193,18538,20121,1245,18280,28,994,3587,28237,2629,1
03-11-2024,984,369,329,9182,18523,20086,1244,18187,28,994,3584,28160,2629,1
02-11-2024,983,369,329,9170,18487,20076,1244,18117,28,994,3583,28114,2628,1
01-11-2024,982,369,329,9162,18470,20039,1244,18088,28,994,3579,28028,2628,1
31-10-2024,981,369,329,9156,18450,20013,1243,18063,28,994,3570,27961,2627,1
30-10-2024,980,369,329,9137,18433,19955,1242,17979,28,986,3567,27840,2625,1
29-10-2024,979,369,329,9129,18404,19917,1241,17939,28,984,3566,27749,2625,1
28-10-2024,978,369,329,9120,18395,19872,1240,17867,28,984,3556,27660,2625,1
27-10-2024,977,369,329,9113,18355,19821,1240,17799,28,984,3542,27560,2625,1
26-10-2024,976,369,329,9109,18332,19782,1240,17726,28,984,3541,27460,2625,1
25-10-2024,975,369,329,9097,18287,19753,1238,17670,28,982,3535,27365,2625,1
24-10-2024,974,369,329,9090,18254,19719,1236,17597,28,981,3513,27286,2625,1
23-10-2024,973,369,329,9088,18229,19674,1234,17489,28,981,3509,27217,2625,1
22-10-2024,972,369,329,9079,18199,19623,1234,17404,28,981,3499,27111,2625,1
21-10-2024,971,369,329,9071,18175,19589,1232,17333,28,979,3479,27034,2624,1
20-10-2024,970,369,329,9047,18111,19565,1232,17287,28,978,3476,26987,2624,1
19-10-2024,969,369,329,9035,18072,19548,1232,17230,28,978,3473,26946,2623,1
18-10-2024,968,369,329,9027,18053,19533,1232,17152,28,978,3448,26908,2620,1
17-10-2024,967,369,329,9014,18002,19510,1232,17104,28,978,3446,26815,2620,1
16-10-2024,966,369,329,8997,17969,19459,1231,17050,28,978,3441,26732,2620,1
15-10-2024,965,369,329,8988,17939,19430,1231,17019,28,978,3441,26654,2620,1
14-10-2024,964,369,329,8975,17895,19421,1231,17009,28,978,3437,26622,2619,1
13-10-2024,963,369,329,8971,17876,19410,1231,16992,28,978,3435,26584,2619,1
12-10-2024,962,369,329,8962,17827,19381,1230,16947,28,976,3434,26513,2619,1
11-10-2024,961,369,329,8953,17800,19322,1229,16837,28,976,3396,26398,2619,1
10-10-2024,960,369,328,8945,17765,19263,1225,16767,28,976,3386,26314,2619,1
09-10-2024,959,369,328,8944,17751,19222,1223,16718,28,973,3385,26240,2618,1
08-10-2024,958,368,328,8940,17740,19203,1223,16686,28,973,3373,26185,2618,1
07-10-2024,957,368,328,8933,17710,19156,1223,16643,28,972,3364,26102,2615,1
06-10-2024,956,368,328,8919,17679,19092,1216,16578,28,970,3363,26006,2613,1
05-10-2024,955,368,328,8916,17658,19037,1216,16529,28,970,3344,25905,2613,1
04-10-2024,954,368,328,8908,17627,18965,1212,16494,28,965,3333,25820,2613,1
03-10-2024,953,368,328,8893,17596,18906,1204,16393,28,964,3330,25750,2613,1
02-10-2024,952,369,328,8887,17579,18869,1204,16348,28,963,3318,25692,2613,1
01-10-2024,951,369,328,8883,17547,18855,1204,16322,28,963,3314,25621,2613,1
30-09-2024,950,369,328,8874,17503,18822,1204,16224,28,963,3313,25548,2610,1
29-09-2024,949,369,328,8869,17476,18795,1204,16186,28,962,3297,25495,2610,1
28-09-2024,948,369,328,8860,17438,18733,1203,16093,28,961,3291,25411,2610,1
27-09-2024,947,369,328,8846,17396,18678,1199,16031,28,961,3192,25411,2608,1
26-09-2024,946,369,328,8825,17344,18620,1199,15946,28,959,3190,25353,2599,1
25-09-2024,945,369,328,8815,17304,18549,1199,15879,28,952,3168,25248,2595,1
24-09-2024,944,369,328,8800,17292,18475,1198,15764,28,952,3155,25175,2595,1
23-09-2024,943,369,328,8784,17252,18414,1197,15699,28,949,3145,25102,2595,1
22-09-2024,942,369,328,8768,17222,18333,1195,15628,28,949,3144,25023,2595,1
21-09-2024,941,369,328,8746,17170,18270,1193,15561,28,949,3125,24966,2593,1
20-09-2024,940,369,328,8725,17132,18212,1189,15469,28,949,3115,24898,2593,1
19-09-2024,939,369,328,8705,17093,18177,1189,15417,28,947,3109,24839,2592,1
18-09-2024,938,369,328,8691,17080,18154,1188,15354,28,947,3109,24784,2592,1
17-09-2024,937,369,328,8685,17077,18129,1188,15329,28,947,3091,24739,2592,1
16-09-2024,936,369,328,8683,17071,18123,1187,15263,28,947,3090,24712,2592,1
15-09-2024,935,369,328,8680,17063,18109,1186,15234,28,947,3084,24684,2592,1
14-09-2024,934,369,328,8674,17043,18086,1186,15149,28,946,3084,24631,2591,1
13-09-2024,933,369,328,8671,17003,18061,1185,15113,28,945,3071,24560,2591,1
12-09-2024,932,369,328,8653,16955,18009,1184,15033,28,945,3061,24481,2591,1
11-09-2024,931,368,328,8642,16938,17936,1182,14990,28,943,3059,24388,2591,1
10-09-2024,930,368,328,8640,16925,17880,1180,14933,28,942,3053,24330,2591,1
09-09-2024,929,368,328,8639,16906,17830,1180,14897,28,942,3049,24262,2588,1
08-09-2024,928,368,328,8636,16897,17804,1180,14864,28,942,3047,24218,2588,1
07-09-2024,927,368,328,8632,16878,17774,1178,14784,28,942,3037,24171,2588,1
06-09-2024,926,368,328,8631,16878,17745,1178,14732,28,941,3037,24116,2587,1
05-09-2024,925,368,328,8624,16869,17725,1177,14658,28,940,3024,24044,2587,1
04-09-2024,924,368,328,8618,16848,17694,1177,14616,28,940,3014,24007,2580,1
03-09-2024,923,368,328,8611,16821,17664,1177,14573,28,940,3002,23972,2578,1
02-09-2024,922,368,328,8601,16786,17646,1177,14537,28,940,2993,23925,2557,1
01-09-2024,921,368,328,8592,16760,17636,1176,14507,28,940,2991,23881,2557,1
31-08-2024,920,368,328,8582,16736,17614,1176,14471,28,940,2977,23825,2557,1
30-08-2024,919,368,328,8574,16722,17572,1175,14453,28,940,2967,23763,2556,1
29-08-2024,918,368,328,8571,16699,17549,1174,14369,28,939,2965,23706,2556,1
28-08-2024,917,368,328,8568,16681,17522,1174,14348,28,938,2950,23654,2553,1
27-08-2024,916,367,328,8563,16667,17495,1173,14254,28,937,2944,23613,2547,1
26-08-2024,915,367,328,8551,16648,17443,1172,14134,28,937,2941,23555,2444,1
25-08-2024,914,367,328,8547,16631,17396,1171,14095,28,936,2928,23475,2444,1
24-08-2024,913,367,328,8542,16620,17349,1169,14064,28,935,2911,23383,2444,1
23-08-2024,912,367,328,8533,16599,17307,1167,14025,28,932,2910,23329,2442,1
22-08-2024,911,367,328,8529,16567,17262,1166,13998,28,931,2904,23280,2442,1
21-08-2024,910,367,328,8522,16542,17216,1166,13902,28,928,2887,23221,2442,1
20-08-2024,909,367,328,8518,16521,17156,1166,13864,28,926,2885,23142,2438,1
19-08-2024,908,367,328,8513,16495,17104,1165,13809,28,925,2863,23047,2437,1
18-08-2024,907,367,328,8508,16480,17056,1161,13752,28,923,2846,22992,2432,1
17-08-2024,906,367,328,8501,16473,16985,1160,13714,28,923,2844,22913,2432,1
16-08-2024,905,367,328,8496,16461,16927,1159,13659,28,922,2829,22848,2429,1
15-08-2024,904,367,328,8484,16426,16868,1154,13598,28,922,2813,22775,2428,1
14-08-2024,903,366,328,8476,16402,16821,1151,13548,28,921,2813,22710,2426,1
13-08-2024,902,366,328,8455,16385,16764,1146,13491,28,920,2806,22649,2426,1
12-08-2024,901,366,328,8450,16368,16728,1146,13472,28,919,2801,22590,2426,1
11-08-2024,900,366,328,8447,16363,16663,1143,13399,28,918,2800,22524,2425,1
10-08-2024,899,366,327,8441,16350,16605,1143,13372,28,918,2789,22453,2425,1
09-08-2024,898,366,327,8434,16341,16536,1142,13325,28,916,2769,22371,2424,1
08-08-2024,897,366,327,8431,16332,16487,1142,13293,28,914,2767,22285,2424,1
07-08-2024,896,365,326,8429,16323,16451,1138,13212,28,910,2759,22226,2421,1
06-08-2024,895,365,326,8421,16294,16384,1138,13158,28,910,2738,22148,2420,1
05-08-2024,894,365,326,8417,16286,16345,1138,13122,28,910,2737,22094,2414,1
04-08-2024,893,363,326,8411,16255,16276,1138,13103,28,911,2734,22006,2412,1
03-08-2024,892,363,326,8406,16238,16217,1135,13057,28,908,2723,21926,2410,1
02-08-2024,891,363,326,8402,16211,16161,1134,13005,28,907,2719,21872,2407,1
01-08-2024,890,363,326,8399,16203,16119,1132,12968,28,907,2713,21816,2407,1
31-07-2024,889,363,326,8390,16161,16086,1131,12853,28,907,2697,21739,2407,1
30-07-2024,888,363,326,8381,16141,16056,1130,12832,28,906,2696,21687,2406,1
29-07-2024,887,363,326,8356,16103,16010,1129,12805,28,906,2690,21634,2406,1
28-07-2024,886,363,326,8344,16095,15936,1127,12766,28,906,2671,21572,2405,1
27-07-2024,885,363,326,8331,16074,15885,1125,12736,28,905,2671,21500,2403,1
26-07-2024,884,363,326,8320,16050,15840,1125,12683,28,904,2668,21414,2402,1
25-07-2024,883,363,326,8313,16039,15804,1125,12610,28,904,2661,21358,2402,1
24-07-2024,882,363,326,8302,16013,15759,1125,12544,28,902,2650,21279,2402,1
23-07-2024,881,362,326,8288,16000,15694,1125,12511,28,901,2640,21202,2401,1
22-07-2024,880,362,326,8284,15980,15637,1123,12475,28,900,2637,21138,2401,1
21-07-2024,879,362,326,8266,15963,15586,1121,12402,28,896,2616,21036,2401,1
20-07-2024,878,362,326,8257,15917,15542,1121,12350,28,895,2607,20968,2401,1
19-07-2024,877,361,326,8250,15902,15520,1120,12316,28,894,2593,20909,2401,1
18-07-2024,876,361,326,8245,15883,15465,1120,12274,28,893,2593,20833,2398,1
17-07-2024,875,361,326,8238,15871,15411,1120,12224,28,893,2586,20741,2398,1
16-07-2024,874,361,326,8227,15862,15368,1119,12193,28,892,2577,20680,2398,1
15-07-2024,873,361,326,8214,15826,15324,1119,12148,28,892,2569,20623,2398,1
14-07-2024,872,361,326,8206,15811,15262,1119,12108,28,890,2566,20538,2397,1
13-07-2024,871,361,326,8199,15779,15216,1119,12069,28,889,2556,20461,2397,1
12-07-2024,870,361,326,8191,15755,15158,1119,12035,28,888,2543,20409,2397,1
11-07-2024,869,361,326,8182,15732,15110,1119,12009,28,886,2535,20325,2392,1
10-07-2024,868,361,326,8180,15715,15051,1115,11973,28,883,2531,20269,2389,1
09-07-2024,867,361,326,8178,15704,15015,1115,11922,28,880,2516,20212,2389,1
08-07-2024,866,361,326,8171,15685,14966,1115,11893,28,880,2503,20150,2353,1
07-07-2024,865,360,326,8155,15645,14937,1115,11862,28,879,2495,20103,2352,1
06-07-2024,864,360,326,8153,15629,14897,1115,11809,28,878,2479,20053,2351,1
05-07-2024,863,360,326,8142,15611,14831,1115,11757,28,878,2473,19977,2342,1
04-07-2024,862,360,326,8132,15600,14777,1115,11694,28,878,2468,19923,2342,1
03-07-2024,861,360,326,8123,15583,14712,1115,11668,28,876,2464,19850,2336,1
02-07-2024,860,360,326,8107,15566,14655,1114,11641,28,874,2452,19787,2335,1
01-07-2024,859,360,326,8099,15550,14599,1111,11620,28,874,2448,19713,2333,1
30-06-2024,858,360,326,8080,15524,14533,1110,11584,28,873,2448,19643,2331,1
29-06-2024,857,360,326,8073,15505,14480,1109,11538,28,871,2436,19568,2331,1
28-06-2024,856,360,326,8066,15480,14423,1109,11509,28,871,2431,19514,2329,1
27-06-2024,855,359,326,8042,15459,14363,1108,11459,28,868,2420,19468,2324,1
26-06-2024,854,359,326,8039,15450,14321,1108,11435,28,863,2409,19407,2324,1
25-06-2024,853,359,326,8035,15431,14281,1108,11413,28,863,2403,19362,2324,1
24-06-2024,852,359,326,8031,15413,14246,1108,11382,28,863,2397,19304,2323,1
23-06-2024,851,359,326,8019,15398,14195,1108,11355,28,863,2377,19248,2321,1
22-06-2024,850,359,326,8009,15383,14134,1106,11305,28,861,2369,19204,2302,1
21-06-2024,849,359,326,8001,15372,14106,1106,11260,28,861,2367,19181,2298,1
20-06-2024,848,359,326,7987,15337,14052,1105,11260,28,859,2357,19134,2298,1
19-06-2024,847,359,326,7984,15319,14007,1104,11221,28,857,2351,19078,2297,1
18-06-2024,846,359,326,7974,15307,13959,1104,11187,28,853,2344,19031,2297,1
17-06-2024,845,359,326,7958,15287,13927,1104,11167,28,853,2337,18991,2296,1
16-06-2024,844,359,326,7956,15269,13913,1104,11159,28,853,2325,18967,2296,1
15-06-2024,843,359,326,7956,15263,13855,1103,11148,28,853,2322,18911,2293,1
14-06-2024,842,359,326,7936,15234,13818,1101,11097,28,849,2310,18854,2286,1
13-06-2024,841,359,326,7928,15208,13770,1099,11075,28,846,2294,18794,2285,1
12-06-2024,840,359,326,7911,15187,13736,1099,11042,28,844,2290,18736,2280,1
11-06-2024,839,359,326,7902,15176,13690,1099,11023,28,842,2288,18676,2278,1
10-06-2024,838,358,326,7879,15144,13644,1098,11010,28,837,2267,18618,2278,1
09-06-2024,837,357,326,7869,15131,13593,1097,10982,28,836,2253,18562,2277,1
08-06-2024,836,357,326,7843,15105,13533,1095,10945,28,834,2248,18484,2277,1
07-06-2024,835,357,326,7834,15096,13497,1095,10886,28,833,2238,18416,2270,1
06-06-2024,834,357,326,7828,15076,13433,1095,10846,27,831,2230,18360,2270,1
05-06-2024,833,357,326,7806,15036,13385,1092,10805,27,830,2223,18297,2270,1
04-06-2024,832,357,326,7794,15020,13345,1092,10766,27,827,2211,18228,2268,1
03-06-2024,831,357,326,7779,15002,13280,1090,10739,27,824,2199,18159,2268,1
02-06-2024,830,357,326,7765,14980,13233,1089,10699,27,821,2195,18092,2268,1
01-06-2024,829,357,326,7740,14947,13184,1088,10617,27,815,2181,18006,2230,1
31-05-2024,828,357,326,7728,14935,13140,1088,10587,27,815,2164,17905,2229,1
30-05-2024,827,357,326,7710,14913,13101,1088,10532,27,815,2153,17849,2222,1
29-05-2024,826,357,326,7700,14891,13066,1087,10510,27,815,2142,17796,2222,1
28-05-2024,825,357,326,7692,14858,13029,1085,10482,27,815,2122,17740,2221,1
27-05-2024,824,357,326,7671,14818,12981,1084,10467,27,815,2118,17694,2221,1
26-05-2024,823,357,326,7662,14803,12953,1083,10425,27,814,2111,17639,2209,1
25-05-2024,822,356,326,7650,14786,12929,1082,10414,27,814,2104,17608,2209,1
24-05-2024,821,356,326,7635,14775,12902,1080,10401,27,813,2101,17569,2209,1
23-05-2024,820,355,326,7622,14748,12860,1077,10391,27,813,2094,17513,2209,1
22-05-2024,819,354,326,7611,14721,12820,1077,10346,27,812,2090,17442,2208,1
21-05-2024,818,354,326,7605,14699,12779,1077,10290,27,811,2085,17383,2207,1
20-05-2024,817,354,326,7590,14665,12737,1076,10236,27,807,2079,17311,2205,1
19-05-2024,816,354,326,7576,14630,12687,1074,10155,26,803,2077,17251,2204,1
18-05-2024,815,354,326,7560,14595,12639,1071,10108,26,801,2075,17169,2203,1
17-05-2024,814,353,326,7547,14552,12603,1071,10073,26,800,2069,17104,2200,1
16-05-2024,813,351,325,7529,14538,12565,1070,10028,26,798,2062,17048,2200,1
15-05-2024,812,351,325,7510,14508,12538,1070,10015,26,798,2061,16955,2199,1
14-05-2024,811,351,325,7496,14460,12515,1070,9985,26,798,2054,16907,2197,1
13-05-2024,810,350,325,7485,14417,12487,1070,9936,26,797,2048,16878,2197,1
12-05-2024,809,350,325,7454,14375,12472,1066,9910,26,797,2042,16819,2194,1
11-05-2024,808,349,325,7449,14353,12442,1064,9868,26,796,2040,16755,2193,1
10-05-2024,807,349,325,7434,14313,12387,1062,9826,26,795,2031,16691,2192,1
09-05-2024,806,349,325,7429,14281,12340,1058,9775,26,793,2027,16618,2192,1
08-05-2024,805,349,325,7418,14246,12317,1057,9728,26,792,2019,16549,2151,1
07-05-2024,804,349,325,7405,14227,12287,1057,9717,26,792,2017,16509,2149,1
06-05-2024,803,349,325,7380,14213,12250,1057,9683,26,791,2008,16477,2148,1
05-05-2024,802,349,325,7375,14179,12212,1057,9636,26,790,2002,16418,2147,1
04-05-2024,801,348,325,7366,14156,12148,1055,9611,26,788,2001,16337,2127,1
03-05-2024,800,348,325,7354,14129,12102,1053,9580,26,786,1993,16266,2126,1
02-05-2024,799,348,325,7332,14096,12044,1053,9561,26,784,1988,16224,2126,1
01-05-2024,798,348,325,7312,14067,12024,1053,9538,26,780,1980,16175,2126,1
30-04-2024,797,348,325,7307,14046,12011,1053,9531,26,779,1977,16142,2126,1
29-04-2024,796,348,325,7285,14007,11985,1051,9528,26,778,1974,16109,2124,1
28-04-2024,795,348,325,7279,13991,11948,1050,9507,26,776,1971,16065,2124,1
27-04-2024,794,348,325,7268,13971,11905,1049,9485,26,775,1968,16019,2124,1
26-04-2024,793,348,325,7262,13957,11867,1049,9461,26,772,1962,15984,2119,1
25-04-2024,792,348,325,7255,13942,11836,1049,9449,26,772,1946,15949,2118,1
24-04-2024,791,348,325,7242,13928,11808,1048,9439,26,771,1944,15892,2117,1
23-04-2024,790,348,325,7241,13916,11765,1046,9407,26,769,1936,15845,2117,1
22-04-2024,789,348,325,7236,13904,11736,1046,9384,26,768,1934,15812,2117,1
21-04-2024,788,348,325,7229,13896,11719,1046,9379,26,767,1926,15785,2115,1
20-04-2024,787,348,325,7213,13873,11678,1046,9341,26,763,1918,15717,2109,1
19-04-2024,786,347,325,7205,13852,11658,1046,9311,26,762,1915,15671,2096,1
18-04-2024,785,347,325,7196,13835,11637,1046,9284,26,760,1915,15618,2093,1
17-04-2024,784,347,325,7193,13827,11624,1046,9279,26,760,1910,15587,2093,1
16-04-2024,783,347,325,7189,13809,11609,1046,9277,26,759,1908,15563,2092,1
15-04-2024,782,347,325,7180,13796,11593,1046,9266,26,758,1908,15510,2092,1
14-04-2024,781,347,325,7174,13765,11552,1046,9235,26,758,1905,15459,2089,1
13-04-2024,780,347,325,7169,13745,11518,1045,9201,26,756,1893,15396,2088,1
12-04-2024,779,347,325,7146,13698,11486,1042,9161,26,755,1888,15339,2087,1
11-04-2024,778,347,325,7137,13679,11452,1040,9104,26,754,1882,15298,2069,1
10-04-2024,777,347,325,7132,13667,11404,1040,9070,26,753,1876,15248,2067,1
09-04-2024,776,347,325,7110,13620,11386,1039,9033,26,753,1868,15181,2065,1
08-04-2024,775,347,325,7087,13575,11356,1039,8996,26,751,1867,15110,2065,1
07-04-2024,774,347,325,7074,13551,11316,1036,8956,26,749,1864,15071,2064,1
06-04-2024,773,347,325,7057,13497,11262,1032,8895,26,749,1854,14992,2060,1
05-04-2024,772,347,325,7033,13459,11221,1029,8847,26,747,1849,14922,2059,1
04-04-2024,771,347,325,7018,13386,11171,1026,8817,26,746,1845,14861,2059,1
03-04-2024,770,347,325,7009,13368,11142,1025,8796,26,745,1838,14813,2059,1
02-04-2024,769,347,325,6998,13350,11112,1023,8779,26,744,1832,14783,2058,1
01-04-2024,768,347,325,6986,13321,11082,1023,8757,26,744,1826,14752,2057,1
31-03-2024,767,347,325,6966,13304,11050,1023,8731,26,743,1823,14717,2048,1
30-03-2024,766,347,325,6951,13284,11006,1023,8701,26,736,1814,14670,2046,1
29-03-2024,765,347,325,6922,13264,10991,1023,8656,26,735,1807,14645,2022,1
28-03-2024,764,347,325,6914,13237,10963,1021,8600,26,729,1800,14595,2017,1
27-03-2024,763,347,325,6904,13216,10931,1019,8578,26,728,1794,14539,2015,1
26-03-2024,762,347,325,6893,13207,10904,1019,8553,26,727,1789,14498,2014,1
